,Teacher_ID,Teacher_Name,Department,Year,Course_ID,Course_Duration,Course_Digit,Course_Present,Digit_Ratio,Digit_Percentage,Digitalization
4646,43,Totin,Management,2019,581,12,0,12,0.02,2,Low Digitalization
4654,43,Totin,Management,2019,582,15,10,5,0.64,64,Medium-High Digitalization
4662,43,Totin,Management,2019,583,34,13,21,0.37,37,Medium-Low Digitalization
4670,43,Totin,Management,2019,584,33,26,7,0.8,80,Medium-High Digitalization
4678,43,Totin,Management,2019,585,53,22,31,0.42,41,Medium-Low Digitalization
4686,43,Totin,Management,2019,586,10,3,7,0.34,34,Medium-Low Digitalization
4694,44,Lemaitre,Art,2019,587,36,13,23,0.36,35,Medium-Low Digitalization
4702,44,Lemaitre,Art,2019,588,10,5,5,0.53,53,Medium-High Digitalization
4710,44,Lemaitre,Art,2019,589,7,5,2,0.69,68,Medium-High Digitalization
4718,44,Lemaitre,Art,2019,590,31,6,25,0.21,20,Low Digitalization
4726,44,Lemaitre,Art,2019,591,24,3,21,0.14,14,Low Digitalization
4734,44,Lemaitre,Art,2019,592,32,22,10,0.7,69,Medium-High Digitalization
4742,44,Lemaitre,Art,2019,593,40,39,1,0.97,97,High Digitalization
4750,44,Lemaitre,Art,2019,594,19,9,10,0.48,47,Medium-Low Digitalization
4758,44,Lemaitre,Art,2019,595,47,11,36,0.24,23,Medium-Low Digitalization
4766,44,Lemaitre,Art,2019,596,15,13,2,0.9,89,High Digitalization
4774,44,Lemaitre,Art,2019,597,40,11,29,0.28,27,Medium-Low Digitalization
4782,44,Lemaitre,Art,2019,598,6,4,2,0.61,60,Medium-High Digitalization
4790,44,Lemaitre,Art,2019,599,15,2,13,0.15,15,Low Digitalization
4798,44,Lemaitre,Art,2019,600,46,30,16,0.65,64,Medium-High Digitalization
4806,45,Holveck,Art,2019,601,50,46,4,0.91,91,High Digitalization
4814,45,Holveck,Art,2019,602,13,11,2,0.84,84,High Digitalization
4822,45,Holveck,Art,2019,603,36,19,17,0.53,53,Medium-High Digitalization
4830,45,Holveck,Art,2019,604,13,12,1,0.94,93,High Digitalization
4838,45,Holveck,Art,2019,605,9,3,6,0.37,37,Medium-Low Digitalization
4846,45,Holveck,Art,2019,606,12,5,7,0.39,38,Medium-Low Digitalization
4854,45,Holveck,Art,2019,607,21,16,5,0.75,75,Medium-High Digitalization
4862,45,Holveck,Art,2019,608,5,3,2,0.66,65,Medium-High Digitalization
4870,45,Holveck,Art,2019,609,15,7,8,0.45,45,Medium-Low Digitalization
4878,45,Holveck,Art,2019,610,14,7,7,0.49,48,Medium-Low Digitalization
4886,46,Baize,Art,2019,611,15,8,7,0.55,55,Medium-High Digitalization
4894,46,Baize,Art,2019,612,14,11,3,0.77,77,Medium-High Digitalization
4902,46,Baize,Art,2019,613,19,11,8,0.6,59,Medium-High Digitalization
4910,46,Baize,Art,2019,614,49,38,11,0.77,77,Medium-High Digitalization
4918,46,Baize,Art,2019,615,10,5,5,0.48,47,Medium-Low Digitalization
4926,46,Baize,Art,2019,616,10,8,2,0.8,79,Medium-High Digitalization
4934,46,Baize,Art,2019,617,25,16,9,0.64,64,Medium-High Digitalization
4942,46,Baize,Art,2019,618,17,3,14,0.2,19,Low Digitalization
4950,46,Baize,Art,2019,619,6,5,1,0.83,82,High Digitalization
4958,46,Baize,Art,2019,620,33,19,14,0.58,58,Medium-High Digitalization
4966,47,Trembly,Art,2019,621,41,22,19,0.54,54,Medium-High Digitalization
4974,47,Trembly,Art,2019,622,10,1,9,0.13,13,Low Digitalization
4982,47,Trembly,Art,2019,623,33,29,4,0.89,89,High Digitalization
4990,47,Trembly,Art,2019,624,20,6,14,0.31,31,Medium-Low Digitalization
4998,47,Trembly,Art,2019,625,34,1,33,0.04,3,Low Digitalization
5006,47,Trembly,Art,2019,626,7,1,6,0.15,14,Low Digitalization
5014,47,Trembly,Art,2019,627,15,7,8,0.5,49,Medium-Low Digitalization
5022,47,Trembly,Art,2019,628,15,12,3,0.79,79,Medium-High Digitalization
5030,47,Trembly,Art,2019,629,16,16,0,0.98,98,High Digitalization
5038,47,Trembly,Art,2019,630,26,17,9,0.64,63,Medium-High Digitalization
5046,47,Trembly,Art,2019,631,32,8,24,0.24,23,Medium-Low Digitalization
5054,47,Trembly,Art,2019,632,14,14,0,0.99,98,High Digitalization
5062,47,Trembly,Art,2019,633,8,6,2,0.8,80,Medium-High Digitalization
5070,47,Trembly,Art,2019,634,53,20,33,0.38,38,Medium-Low Digitalization
5078,47,Trembly,Art,2019,635,33,26,7,0.78,77,Medium-High Digitalization
5086,47,Trembly,Art,2019,636,33,16,17,0.48,47,Medium-Low Digitalization
5094,48,Doris,Art,2019,637,10,0,10,0.01,1,Low Digitalization
5102,48,Doris,Art,2019,638,7,4,3,0.6,60,Medium-High Digitalization
5110,48,Doris,Art,2019,639,30,21,9,0.69,69,Medium-High Digitalization
5118,48,Doris,Art,2019,640,46,42,4,0.92,91,High Digitalization
5126,48,Doris,Art,2019,641,25,6,19,0.25,25,Medium-Low Digitalization
5134,48,Doris,Art,2019,642,31,2,29,0.07,6,Low Digitalization
5142,48,Doris,Art,2019,643,6,0,6,0.02,2,Low Digitalization
5150,48,Doris,Art,2019,644,9,5,4,0.59,58,Medium-High Digitalization
5158,48,Doris,Art,2019,645,11,10,1,0.95,94,High Digitalization
5166,48,Doris,Art,2019,646,10,3,7,0.25,25,Medium-Low Digitalization
5174,48,Doris,Art,2019,647,15,15,0,0.98,98,High Digitalization
5182,48,Doris,Art,2019,648,44,4,40,0.1,9,Low Digitalization
5190,48,Doris,Art,2019,649,21,7,14,0.34,34,Medium-Low Digitalization
5198,48,Doris,Art,2019,650,31,24,7,0.77,76,Medium-High Digitalization
5206,48,Doris,Art,2019,651,32,18,14,0.56,55,Medium-High Digitalization
5214,48,Doris,Art,2019,652,29,13,16,0.46,46,Medium-Low Digitalization
5222,48,Doris,Art,2019,653,28,24,4,0.87,86,High Digitalization
5230,49,Letendre,Art,2019,654,20,1,19,0.05,5,Low Digitalization
5238,49,Letendre,Art,2019,655,28,2,26,0.07,7,Low Digitalization
5246,49,Letendre,Art,2019,656,11,8,3,0.74,74,Medium-High Digitalization
5254,49,Letendre,Art,2019,657,6,3,3,0.53,53,Medium-High Digitalization
5262,49,Letendre,Art,2019,658,8,5,3,0.66,65,Medium-High Digitalization
5270,49,Letendre,Art,2019,659,30,29,1,0.95,95,High Digitalization
5278,49,Letendre,Art,2019,660,25,10,15,0.4,40,Medium-Low Digitalization
5286,49,Letendre,Art,2019,661,32,5,27,0.14,14,Low Digitalization
5294,49,Letendre,Art,2019,662,20,9,11,0.47,47,Medium-Low Digitalization
5302,49,Letendre,Art,2019,663,7,3,4,0.39,38,Medium-Low Digitalization
5310,50,St. Julien,Art,2019,664,8,4,4,0.44,44,Medium-Low Digitalization
5318,50,St. Julien,Art,2019,665,11,7,4,0.64,64,Medium-High Digitalization
5326,50,St. Julien,Art,2019,666,9,9,0,0.97,97,High Digitalization
5334,50,St. Julien,Art,2019,667,32,28,4,0.87,86,High Digitalization
5342,50,St. Julien,Art,2019,668,35,6,29,0.17,16,Low Digitalization
5350,50,St. Julien,Art,2019,669,9,4,5,0.41,41,Medium-Low Digitalization
5358,50,St. Julien,Art,2019,670,42,29,13,0.7,70,Medium-High Digitalization
5366,50,St. Julien,Art,2019,671,15,11,4,0.72,71,Medium-High Digitalization
5374,50,St. Julien,Art,2019,672,15,0,15,0.02,2,Low Digitalization
5382,50,St. Julien,Art,2019,673,12,3,9,0.26,25,Medium-Low Digitalization
5390,51,Frederic,Economy,2019,674,46,32,14,0.69,69,Medium-High Digitalization
5398,51,Frederic,Economy,2019,675,6,4,2,0.72,71,Medium-High Digitalization
5406,51,Frederic,Economy,2019,676,14,12,2,0.85,84,High Digitalization
5414,51,Frederic,Economy,2019,677,11,11,0,0.97,97,High Digitalization
5422,51,Frederic,Economy,2019,678,40,6,34,0.15,14,Low Digitalization
5430,51,Frederic,Economy,2019,679,25,23,2,0.91,90,High Digitalization
5438,51,Frederic,Economy,2019,680,9,6,3,0.69,69,Medium-High Digitalization
5446,51,Frederic,Economy,2019,681,26,21,5,0.8,80,Medium-High Digitalization
5454,51,Frederic,Economy,2019,682,13,10,3,0.8,79,Medium-High Digitalization
5462,52,Maheu,Economy,2019,683,9,6,3,0.63,62,Medium-High Digitalization
5470,52,Maheu,Economy,2019,684,11,5,6,0.5,49,Medium-Low Digitalization
5478,52,Maheu,Economy,2019,685,15,9,6,0.57,56,Medium-High Digitalization
5486,52,Maheu,Economy,2019,686,24,3,21,0.14,14,Low Digitalization
5494,52,Maheu,Economy,2019,687,27,3,24,0.11,11,Low Digitalization
5502,52,Maheu,Economy,2019,688,8,6,2,0.8,79,Medium-High Digitalization
5510,52,Maheu,Economy,2019,689,34,8,26,0.23,23,Medium-Low Digitalization
5518,52,Maheu,Economy,2019,690,35,7,28,0.2,19,Low Digitalization
5526,52,Maheu,Economy,2019,691,35,27,8,0.76,76,Medium-High Digitalization
5534,53,Duclos,Economy,2019,692,32,7,25,0.23,22,Medium-Low Digitalization
5542,53,Duclos,Economy,2019,693,32,22,10,0.68,67,Medium-High Digitalization
5550,53,Duclos,Economy,2019,694,7,3,4,0.4,40,Medium-Low Digitalization
5558,53,Duclos,Economy,2019,695,20,10,10,0.5,49,Medium-Low Digitalization
5566,53,Duclos,Economy,2019,696,9,2,7,0.17,17,Low Digitalization
5574,53,Duclos,Economy,2019,697,14,8,6,0.58,57,Medium-High Digitalization
5582,53,Duclos,Economy,2019,698,7,3,4,0.41,40,Medium-Low Digitalization
5590,53,Duclos,Economy,2019,699,9,4,5,0.43,43,Medium-Low Digitalization
5598,53,Duclos,Economy,2019,700,7,6,1,0.81,81,High Digitalization
5606,53,Duclos,Economy,2019,701,9,2,7,0.23,23,Medium-Low Digitalization
5614,53,Duclos,Economy,2019,702,16,16,0,0.99,98,High Digitalization
5622,53,Duclos,Economy,2019,703,36,33,3,0.92,91,High Digitalization
5630,54,Amar,Economy,2019,704,23,23,0,1.0,99,High Digitalization
5638,54,Amar,Economy,2019,705,15,2,13,0.13,12,Low Digitalization
5646,54,Amar,Economy,2019,706,9,0,9,0.01,1,Low Digitalization
5654,54,Amar,Economy,2019,707,16,6,10,0.35,34,Medium-Low Digitalization
5662,54,Amar,Economy,2019,708,24,8,16,0.34,33,Medium-Low Digitalization
5670,54,Amar,Economy,2019,709,7,6,1,0.8,79,Medium-High Digitalization
5678,54,Amar,Economy,2019,710,10,2,8,0.19,18,Low Digitalization
5686,54,Amar,Economy,2019,711,14,5,9,0.36,35,Medium-Low Digitalization
5694,54,Amar,Economy,2019,712,40,13,27,0.31,31,Medium-Low Digitalization
5702,54,Amar,Economy,2019,713,28,1,27,0.04,4,Low Digitalization
5710,54,Amar,Economy,2019,714,35,31,4,0.89,88,High Digitalization
5718,54,Amar,Economy,2019,715,29,13,16,0.44,43,Medium-Low Digitalization
5726,54,Amar,Economy,2019,716,33,16,17,0.5,49,Medium-Low Digitalization
5734,54,Amar,Economy,2019,717,6,5,1,0.8,79,Medium-High Digitalization
5742,54,Amar,Economy,2019,718,22,10,12,0.47,46,Medium-Low Digitalization
5750,54,Amar,Economy,2019,719,13,4,9,0.29,29,Medium-Low Digitalization
5758,54,Amar,Economy,2019,720,21,7,14,0.32,31,Medium-Low Digitalization
5766,54,Amar,Economy,2019,721,10,9,1,0.9,90,High Digitalization
5774,54,Amar,Economy,2019,722,32,30,2,0.94,94,High Digitalization
5782,55,Baise,Economy,2019,723,17,13,4,0.77,77,Medium-High Digitalization
5790,55,Baise,Economy,2019,724,32,32,0,1.0,100,High Digitalization
5798,55,Baise,Economy,2019,725,26,19,7,0.75,74,Medium-High Digitalization
5806,55,Baise,Economy,2019,726,11,8,3,0.76,75,Medium-High Digitalization
5814,55,Baise,Economy,2019,727,34,11,23,0.33,32,Medium-Low Digitalization
5822,55,Baise,Economy,2019,728,16,12,4,0.72,72,Medium-High Digitalization
5830,55,Baise,Economy,2019,729,10,4,6,0.44,44,Medium-Low Digitalization
5838,55,Baise,Economy,2019,730,29,8,21,0.29,29,Medium-Low Digitalization
5846,55,Baise,Economy,2019,731,16,7,9,0.41,41,Medium-Low Digitalization
5854,55,Baise,Economy,2019,732,52,1,51,0.01,1,Low Digitalization
5862,55,Baise,Economy,2019,733,11,5,6,0.43,42,Medium-Low Digitalization
5870,55,Baise,Economy,2019,734,5,3,2,0.55,55,Medium-High Digitalization
5878,55,Baise,Economy,2019,735,15,5,10,0.35,35,Medium-Low Digitalization
5886,55,Baise,Economy,2019,736,20,18,2,0.89,88,High Digitalization
5894,55,Baise,Economy,2019,737,21,15,6,0.74,73,Medium-High Digitalization
5902,55,Baise,Economy,2019,738,11,7,4,0.62,61,Medium-High Digitalization
5910,55,Baise,Economy,2019,739,37,7,30,0.2,19,Low Digitalization
5918,55,Baise,Economy,2019,740,34,26,8,0.77,76,Medium-High Digitalization
5926,56,Mule,Economy,2019,741,34,16,18,0.47,47,Medium-Low Digitalization
5934,56,Mule,Economy,2019,742,7,0,7,0.06,6,Low Digitalization
5942,56,Mule,Economy,2019,743,26,26,0,1.0,99,High Digitalization
5950,56,Mule,Economy,2019,744,15,11,4,0.74,73,Medium-High Digitalization
5958,56,Mule,Economy,2019,745,15,11,4,0.76,75,Medium-High Digitalization
5966,56,Mule,Economy,2019,746,44,41,3,0.93,92,High Digitalization
5974,56,Mule,Economy,2019,747,24,5,19,0.21,21,Medium-Low Digitalization
5982,56,Mule,Economy,2019,748,28,12,16,0.42,41,Medium-Low Digitalization
5990,57,Bettinger,Computer Science,2019,749,25,24,2,0.94,94,High Digitalization
5998,57,Bettinger,Computer Science,2019,750,7,4,3,0.54,54,Medium-High Digitalization
6006,57,Bettinger,Computer Science,2019,751,15,7,8,0.49,48,Medium-Low Digitalization
6014,57,Bettinger,Computer Science,2019,752,28,13,15,0.47,46,Medium-Low Digitalization
6022,57,Bettinger,Computer Science,2019,753,12,2,10,0.15,14,Low Digitalization
6030,57,Bettinger,Computer Science,2019,754,5,5,0,0.9,90,High Digitalization
6038,57,Bettinger,Computer Science,2019,755,49,31,18,0.62,62,Medium-High Digitalization
6046,57,Bettinger,Computer Science,2019,756,36,14,22,0.4,39,Medium-Low Digitalization
6054,57,Bettinger,Computer Science,2019,757,21,4,17,0.17,16,Low Digitalization
6062,57,Bettinger,Computer Science,2019,758,23,22,1,0.94,93,High Digitalization
6070,57,Bettinger,Computer Science,2019,759,35,16,19,0.45,44,Medium-Low Digitalization
6078,57,Bettinger,Computer Science,2019,760,34,16,18,0.47,46,Medium-Low Digitalization
6086,57,Bettinger,Computer Science,2019,761,13,4,9,0.31,31,Medium-Low Digitalization
6094,57,Bettinger,Computer Science,2019,762,10,2,8,0.19,19,Low Digitalization
6102,57,Bettinger,Computer Science,2019,763,33,30,3,0.92,91,High Digitalization
6110,57,Bettinger,Computer Science,2019,764,38,10,28,0.26,25,Medium-Low Digitalization
6118,58,Leuck,Computer Science,2019,765,24,20,4,0.82,81,High Digitalization
6126,58,Leuck,Computer Science,2019,766,26,21,5,0.79,79,Medium-High Digitalization
6134,58,Leuck,Computer Science,2019,767,46,1,45,0.01,1,Low Digitalization
6142,58,Leuck,Computer Science,2019,768,23,14,9,0.6,60,Medium-High Digitalization
6150,58,Leuck,Computer Science,2019,769,6,1,5,0.18,17,Low Digitalization
6158,58,Leuck,Computer Science,2019,770,5,3,2,0.68,67,Medium-High Digitalization
6166,58,Leuck,Computer Science,2019,771,15,8,7,0.52,51,Medium-High Digitalization
6174,58,Leuck,Computer Science,2019,772,7,1,6,0.16,15,Low Digitalization
6182,58,Leuck,Computer Science,2019,773,27,27,0,1.0,99,High Digitalization
6190,58,Leuck,Computer Science,2019,774,11,9,2,0.85,84,High Digitalization
6198,58,Leuck,Computer Science,2019,775,24,17,7,0.69,68,Medium-High Digitalization
6206,58,Leuck,Computer Science,2019,776,6,5,1,0.91,90,High Digitalization
6214,58,Leuck,Computer Science,2019,777,42,11,31,0.26,25,Medium-Low Digitalization
6222,58,Leuck,Computer Science,2019,778,17,3,14,0.2,20,Low Digitalization
6230,58,Leuck,Computer Science,2019,779,7,6,1,0.82,82,High Digitalization
6238,58,Leuck,Computer Science,2019,780,5,3,2,0.66,65,Medium-High Digitalization
6246,58,Leuck,Computer Science,2019,781,11,10,1,0.89,89,High Digitalization
6254,58,Leuck,Computer Science,2019,782,57,19,38,0.34,33,Medium-Low Digitalization
6262,58,Leuck,Computer Science,2019,783,11,11,0,0.98,97,High Digitalization
6270,59,Viau,Computer Science,2019,784,35,28,7,0.79,79,Medium-High Digitalization
6278,59,Viau,Computer Science,2019,785,11,8,3,0.77,76,Medium-High Digitalization
6286,59,Viau,Computer Science,2019,786,27,15,12,0.57,57,Medium-High Digitalization
6294,59,Viau,Computer Science,2019,787,6,1,5,0.16,16,Low Digitalization
6302,59,Viau,Computer Science,2019,788,15,8,7,0.51,51,Medium-High Digitalization
6310,59,Viau,Computer Science,2019,789,14,7,7,0.51,51,Medium-High Digitalization
6318,59,Viau,Computer Science,2019,790,33,25,8,0.76,76,Medium-High Digitalization
6326,59,Viau,Computer Science,2019,791,21,11,10,0.53,53,Medium-High Digitalization
6334,59,Viau,Computer Science,2019,792,7,1,6,0.13,12,Low Digitalization
6342,59,Viau,Computer Science,2019,793,16,2,14,0.11,10,Low Digitalization
6350,60,Lehouillier,Computer Science,2019,794,37,24,13,0.65,65,Medium-High Digitalization
6358,60,Lehouillier,Computer Science,2019,795,22,4,18,0.2,19,Low Digitalization
6366,60,Lehouillier,Computer Science,2019,796,45,24,21,0.54,53,Medium-High Digitalization
6374,60,Lehouillier,Computer Science,2019,797,47,36,11,0.77,76,Medium-High Digitalization
6382,60,Lehouillier,Computer Science,2019,798,23,11,12,0.46,46,Medium-Low Digitalization
6390,60,Lehouillier,Computer Science,2019,799,15,4,11,0.25,25,Medium-Low Digitalization
6398,61,Lestage,Computer Science,2019,800,25,19,6,0.75,75,Medium-High Digitalization
6406,61,Lestage,Computer Science,2019,801,30,4,26,0.13,13,Low Digitalization
6414,61,Lestage,Computer Science,2019,802,20,8,12,0.42,42,Medium-Low Digitalization
6422,61,Lestage,Computer Science,2019,803,11,6,5,0.54,54,Medium-High Digitalization
6430,61,Lestage,Computer Science,2019,804,12,6,6,0.54,53,Medium-High Digitalization
6438,61,Lestage,Computer Science,2019,805,27,11,16,0.4,39,Medium-Low Digitalization
6446,61,Lestage,Computer Science,2019,806,10,1,9,0.06,5,Low Digitalization
6454,61,Lestage,Computer Science,2019,807,35,14,21,0.39,39,Medium-Low Digitalization
6462,61,Lestage,Computer Science,2019,808,27,20,7,0.73,73,Medium-High Digitalization
6470,62,Viverette,Mathematics,2019,809,12,5,7,0.4,39,Medium-Low Digitalization
6478,62,Viverette,Mathematics,2019,810,57,21,36,0.37,37,Medium-Low Digitalization
6486,62,Viverette,Mathematics,2019,811,6,3,3,0.42,41,Medium-Low Digitalization
6494,62,Viverette,Mathematics,2019,812,44,26,18,0.59,58,Medium-High Digitalization
6502,62,Viverette,Mathematics,2019,813,19,1,18,0.04,4,Low Digitalization
6510,62,Viverette,Mathematics,2019,814,41,15,26,0.37,36,Medium-Low Digitalization
6518,62,Viverette,Mathematics,2019,815,18,10,8,0.54,53,Medium-High Digitalization
6526,62,Viverette,Mathematics,2019,816,9,3,6,0.39,38,Medium-Low Digitalization
6534,62,Viverette,Mathematics,2019,817,10,2,8,0.24,23,Medium-Low Digitalization
6542,62,Viverette,Mathematics,2019,818,24,22,2,0.9,89,High Digitalization
6550,62,Viverette,Mathematics,2019,819,16,8,8,0.5,49,Medium-Low Digitalization
6558,62,Viverette,Mathematics,2019,820,36,32,4,0.9,89,High Digitalization
6566,62,Viverette,Mathematics,2019,821,10,6,4,0.59,58,Medium-High Digitalization
6574,62,Viverette,Mathematics,2019,822,34,29,5,0.85,85,High Digitalization
6582,62,Viverette,Mathematics,2019,823,24,21,3,0.89,89,High Digitalization
6590,62,Viverette,Mathematics,2019,824,7,0,7,0.01,1,Low Digitalization
6598,63,Merry,Mathematics,2019,825,14,4,10,0.27,27,Medium-Low Digitalization
6606,63,Merry,Mathematics,2019,826,16,6,10,0.38,38,Medium-Low Digitalization
6614,63,Merry,Mathematics,2019,827,21,4,17,0.2,20,Low Digitalization
6622,63,Merry,Mathematics,2019,828,7,1,6,0.19,18,Low Digitalization
6630,63,Merry,Mathematics,2019,829,11,2,9,0.19,18,Low Digitalization
6638,63,Merry,Mathematics,2019,830,29,11,18,0.37,37,Medium-Low Digitalization
6646,63,Merry,Mathematics,2019,831,27,5,22,0.19,18,Low Digitalization
6654,63,Merry,Mathematics,2019,832,29,10,19,0.33,33,Medium-Low Digitalization
6662,63,Merry,Mathematics,2019,833,31,3,28,0.11,10,Low Digitalization
6670,63,Merry,Mathematics,2019,834,37,4,33,0.12,11,Low Digitalization
6678,63,Merry,Mathematics,2019,835,19,11,8,0.59,58,Medium-High Digitalization
6686,63,Merry,Mathematics,2019,836,6,3,3,0.53,53,Medium-High Digitalization
6694,63,Merry,Mathematics,2019,837,31,17,14,0.55,54,Medium-High Digitalization
6702,63,Merry,Mathematics,2019,838,57,31,26,0.55,55,Medium-High Digitalization
6710,63,Merry,Mathematics,2019,839,21,14,7,0.67,67,Medium-High Digitalization
6718,63,Merry,Mathematics,2019,840,35,3,32,0.09,8,Low Digitalization
6726,64,Billiet,Mathematics,2019,841,13,10,3,0.76,76,Medium-High Digitalization
6734,64,Billiet,Mathematics,2019,842,20,12,8,0.58,57,Medium-High Digitalization
6742,64,Billiet,Mathematics,2019,843,24,19,5,0.8,80,Medium-High Digitalization
6750,64,Billiet,Mathematics,2019,844,7,4,3,0.6,60,Medium-High Digitalization
6758,64,Billiet,Mathematics,2019,845,23,21,2,0.9,90,High Digitalization
6766,64,Billiet,Mathematics,2019,846,18,18,0,0.99,99,High Digitalization
6774,64,Billiet,Mathematics,2019,847,10,1,9,0.12,12,Low Digitalization
6782,64,Billiet,Mathematics,2019,848,15,8,7,0.55,55,Medium-High Digitalization
6790,64,Billiet,Mathematics,2019,849,16,15,1,0.95,94,High Digitalization
6798,64,Billiet,Mathematics,2019,850,13,10,3,0.77,77,Medium-High Digitalization
6806,64,Billiet,Mathematics,2019,851,12,10,2,0.86,86,High Digitalization
6814,64,Billiet,Mathematics,2019,852,14,1,13,0.1,9,Low Digitalization
6822,64,Billiet,Mathematics,2019,853,22,10,12,0.45,44,Medium-Low Digitalization
6830,64,Billiet,Mathematics,2019,854,6,0,6,0.01,1,Low Digitalization
6838,64,Billiet,Mathematics,2019,855,31,20,11,0.65,64,Medium-High Digitalization
6846,64,Billiet,Mathematics,2019,856,5,4,1,0.84,84,High Digitalization
6854,64,Billiet,Mathematics,2019,857,7,6,1,0.83,83,High Digitalization
